age,workclass,education,'marital status',race,sex,'Native Region',result
21,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
35,' No Income',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
27,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
22,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
44,' Government',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
75,' No Income',' Higher Education',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
38,' Private',' pre-HS',' Married',' White',' Male',' Latin / South America',' <=50K'
48,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
37,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
32,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
63,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
51,' Private',' pre-HS',' Seperated or Widowed',' Black',' Female',' US and Canada',' <=50K'
55,' Private',' College',' Married',' White',' Female',' Europe',' <=50K'
48,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
35,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
39,' Private',' Higher Education',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
35,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
40,' Government',' College',' Never-married',' Amer-Asian-Eskimo',' Male',' US and Canada',' <=50K'
42,' Government',' College',' Married',' Black',' Male',' US and Canada',' <=50K'
28,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
21,' Private',' pre-HS',' Never-married',' White',' Male',' US and Canada',' <=50K'
52,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
69,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
42,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
38,' Private',' pre-HS',' Married',' White',' Male',' Europe',' <=50K'
21,' ?',' pre-HS',' Never-married',' White',' Male',' US and Canada',' <=50K'
49,' Government',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
50,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
49,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
35,' Private',' pre-HS',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
49,' Government',' College',' Married',' White',' Male',' US and Canada',' <=50K'
47,' Government',' College',' Married',' White',' Male',' US and Canada',' <=50K'
35,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
36,' ?',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
53,' Government',' College',' Married',' White',' Male',' US and Canada',' <=50K'
82,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
24,' Private',' College',' Married',' White',' Female',' US and Canada',' <=50K'
27,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
37,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
23,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
63,' No Income',' pre-HS',' Seperated or Widowed',' White',' Female',' Latin / South America',' <=50K'
25,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
37,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
43,' Government',' College',' Seperated or Widowed',' Black',' Female',' US and Canada',' <=50K'
20,' Private',' pre-HS',' Never-married',' White',' Male',' Latin / South America',' <=50K'
26,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
40,' Government',' College',' Never-married',' Black',' Female',' US and Canada',' <=50K'
66,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
44,' Government',' College',' Seperated or Widowed',' Black',' Male',' US and Canada',' <=50K'
73,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
43,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
33,' ?',' College',' Never-married',' Black',' Male',' ?',' <=50K'
38,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
20,' Government',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
56,' ?',' College',' Never-married',' Black',' Female',' US and Canada',' <=50K'
31,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
44,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
43,' Private',' Higher Education',' Married',' White',' Male',' US and Canada',' <=50K'
41,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
25,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
30,' Private',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
47,' Private',' pre-HS',' Married',' White',' Male',' Latin / South America',' <=50K'
25,' No Income',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
37,' Private',' Higher Education',' Married',' Asian-Pac-Islander',' Male',' ?',' <=50K'
30,' Private',' Higher Education',' Married',' White',' Male',' US and Canada',' <=50K'
43,' Government',' College',' Married',' White',' Male',' US and Canada',' <=50K'
42,' Private',' College',' Never-married',' Black',' Female',' US and Canada',' <=50K'
32,' Government',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
32,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
37,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
54,' Private',' College',' Seperated or Widowed',' Black',' Male',' US and Canada',' <=50K'
56,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
19,' Private',' College',' Never-married',' Other',' Female',' Latin / South America',' <=50K'
38,' Government',' College',' Married',' White',' Male',' US and Canada',' <=50K'
56,' No Income',' College',' Married',' White',' Male',' US and Canada',' >50K'
28,' Private',' pre-HS',' Never-married',' White',' Male',' US and Canada',' <=50K'
57,' No Income',' pre-HS',' Married',' White',' Male',' Latin / South America',' <=50K'
23,' Private',' pre-HS',' Never-married',' White',' Male',' US and Canada',' <=50K'
23,' Private',' College',' Never-married',' Asian-Pac-Islander',' Male',' Asia',' <=50K'
64,' Government',' College',' Married',' White',' Male',' US and Canada',' >50K'
43,' Private',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
61,' Private',' Higher Education',' Married',' White',' Male',' US and Canada',' <=50K'
41,' Private',' College',' Seperated or Widowed',' Black',' Female',' ?',' <=50K'
45,' Private',' pre-HS',' Married',' White',' Female',' Latin / South America',' <=50K'
36,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
38,' Private',' College',' Seperated or Widowed',' Black',' Male',' US and Canada',' <=50K'
56,' Private',' College',' Married',' White',' Female',' US and Canada',' <=50K'
62,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
32,' Private',' College',' Never-married',' Black',' Male',' US and Canada',' <=50K'
49,' No Income',' College',' Married',' White',' Male',' US and Canada',' <=50K'
27,' Private',' Higher Education',' Never-married',' Asian-Pac-Islander',' Male',' Asia',' <=50K'
57,' Government',' College',' Married',' Black',' Male',' US and Canada',' >50K'
22,' Private',' College',' Married',' Asian-Pac-Islander',' Male',' US and Canada',' <=50K'
29,' Private',' College',' Married',' White',' Female',' US and Canada',' <=50K'
34,' Private',' pre-HS',' Married',' Black',' Male',' US and Canada',' <=50K'
60,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
30,' Government',' College',' Married',' White',' Male',' US and Canada',' <=50K'
31,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
40,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
40,' Private',' College',' Seperated or Widowed',' Black',' Female',' US and Canada',' <=50K'
22,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
26,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
45,' Private',' College',' Married',' Asian-Pac-Islander',' Male',' Asia',' >50K'
59,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
37,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' >50K'
32,' No Income',' College',' Married',' White',' Male',' US and Canada',' >50K'
54,' Private',' College',' Seperated or Widowed',' White',' Female',' Europe',' <=50K'
62,' Government',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
65,' No Income',' pre-HS',' Married',' White',' Male',' US and Canada',' <=50K'
37,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
42,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
43,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
23,' Private',' pre-HS',' Never-married',' White',' Female',' US and Canada',' <=50K'
56,' No Income',' College',' Married',' White',' Male',' US and Canada',' <=50K'
44,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
49,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
47,' Private',' College',' Married',' Asian-Pac-Islander',' Male',' ?',' >50K'
34,' Private',' College',' Married',' Asian-Pac-Islander',' Male',' Asia',' <=50K'
29,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
42,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
64,' Government',' pre-HS',' Married',' Black',' Female',' US and Canada',' <=50K'
59,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
35,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
41,' Private',' College',' Never-married',' Black',' Female',' US and Canada',' <=50K'
52,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
19,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
38,' Private',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
34,' No Income',' College',' Married',' White',' Male',' US and Canada',' <=50K'
34,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
24,' Private',' College',' Never-married',' White',' Male',' US and Canada',' <=50K'
47,' Government',' College',' Married',' White',' Male',' US and Canada',' >50K'
31,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
62,' Private',' Higher Education',' Never-married',' White',' Male',' US and Canada',' <=50K'
57,' Private',' College',' Married',' White',' Male',' Latin / South America',' <=50K'
40,' Private',' College',' Never-married',' White',' Female',' US and Canada',' <=50K'
52,' Private',' College',' Married',' White',' Male',' US and Canada',' <=50K'
37,' Private',' Higher Education',' Married',' White',' Male',' US and Canada',' >50K'
58,' Private',' pre-HS',' Married',' Black',' Male',' US and Canada',' <=50K'
34,' Private',' College',' Married',' Black',' Male',' Latin / South America',' >50K'
28,' Government',' Higher Education',' Never-married',' White',' Male',' US and Canada',' <=50K'
42,' Private',' Higher Education',' Married',' White',' Male',' ?',' >50K'
59,' Private',' College',' Married',' White',' Male',' US and Canada',' >50K'
36,' No Income',' Higher Education',' Married',' White',' Male',' ?',' >50K'
22,' Private',' pre-HS',' Never-married',' White',' Male',' US and Canada',' <=50K'
27,' Government',' College',' Never-married',' Other',' Female',' ?',' <=50K'
35,' Private',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
25,' Government',' College',' Seperated or Widowed',' White',' Female',' US and Canada',' <=50K'
30,' Private',' College',' Seperated or Widowed',' White',' Male',' US and Canada',' <=50K'
